,_unit_id,_golden,_unit_state_x,_trusted_judgments,_last_judgment_at_x,violence_judgment,violence,violence_confidence,protest_judgment_x,protest,protest_confidence,created_at,id,proccd_text,Fatma_protest,Fatma_violence,clean_text
323,1657978422,False,finalized,3,4/22/2018 18:32:04,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 11:51:54 +0000 2013,3.42e+17,liiroonna ronna mz salamm usrId while you are on plane to istanbul don t forget your idea to #retweet at least one tweet per httpAddress,0,0,liiroonna ronna mz salamm plane forget idea retweet least one tweet per
324,1657978423,False,finalized,3,4/22/2018 18:44:43,"""0""",0.0,0.0,"""001""",0,0.6667,Fri Jun 21 20:03:20 +0000 2013,3.48e+17,#news #anarchy #alt san francisco police swarm gezi gardens to prevent re occupation as httpAddress httpAddress #retweet #current,1,0,news anarchy alt san francisco police swarm gardens prevent occupation retweet current
325,1657978428,False,finalized,3,04/03/18 19:46,"""-100""",0.0,0.6853,"""111""",1,1.0,Mon Jun 03 17:35:42 +0000 2013,3.42e+17,rt usrId i am here for the future of this little kid httpAddress why are you here ? httpAddress #occupygezi #occupyturkey,1,0,future little kid occupyturkey
326,1657978429,False,finalized,3,04/07/18 15:51,"""101""",1.0,0.6667,"""111""",1,1.0,Sat Jun 01 07:40:14 +0000 2013,3.41e+17,rt usrId already had our morning dose of tear httpAddress good morning to you too riot police #occupygezi #turkey,1,1,already morning dose tear good morning riot police
327,1657978430,False,finalized,3,04/07/18 16:46,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 18 21:31:59 +0000 2013,3.47e+17,usrId that s the blue mosque in istanbul month before it all kicked off,0,0,blue mosque month kicked
328,1657978431,False,finalized,3,04/03/18 18:03,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 01 19:06:25 +0000 2013,3.41e+17,police attack irregularly in httpAddress parties ngos and revolutionary organisations decide to camp out in the httpAddress #occupygezi,0,1,police attack irregularly parties ngos revolutionary organisations decide camp
329,1657978432,False,finalized,3,4/14/2018 05:48:08,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 00:40:11 +0000 2013,3.41e+17,rt usrId rt usrId amazing shot from #occupyturkey protests it explains httpAddress httpAddress #direnis ima,1,0,amazing shot occupyturkey explains direnis ima
330,1657978433,False,finalized,3,4/21/2018 18:13:48,"""000""",0.0,1.0,"""111""",1,1.0,Wed Jun 05 09:30:13 +0000 2013,3.42e+17,rt usrId people ask others to not bring alcohol to gezi park by using the hashtag httpAddress #occupygezi #occupyturkey,0,0,people ask others bring alcohol using hashtag occupyturkey
331,1657978434,False,finalized,3,04/03/18 21:34,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 13 21:55:39 +0000 2013,3.45e+17,rt usrId i can t bear this cold turkey closed season httpAddress even if stoke v west brom was on tv now i would eat it up with a fork and,0,0,bear cold closed season even stoke v west brom tv would eat fork
332,1657978435,False,finalized,3,04/03/18 21:22,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 11:35:01 +0000 2013,3.44e+17,erdogan pledges no more tolerance for protest amid police crackdown httpAddress #occupygezi,1,1,erdogan pledges tolerance amid police crackdown
333,1657978436,False,finalized,3,04/03/18 18:26,"""0""",0.0,0.0,"""001""",0,0.6594,Mon Jun 03 17:54:17 +0000 2013,3.42e+17,winning money and shit in ac with the godfather #rolltide #vacation #work #occupygezi,0,0,winning money shit ac godfather rolltide vacation work
334,1657978438,False,finalized,3,04/03/18 21:48,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 20 18:50:02 +0000 2013,3.48e+17,httpAddress understanding #syria untest according to quran amp ,0,0,understanding syria untest according quran
335,1657978439,False,finalized,3,04/09/18 14:15,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 13:21:23 +0000 2013,3.46e+17,rt usrId erdogan s response is driven by a sense that he has come from a position of a victim says usrId in usrId httpAddress,0,0,erdogan response driven sense come position victim says
336,1657978440,False,finalized,3,4/21/2018 18:03:22,"""111""",1.0,1.0,"""111""",1,1.0,Tue Jun 11 15:15:04 +0000 2013,3.44e+17,rt usrId here is one protestor with the gasoline bomb on his hand #gezi can you imagine this in new york or dc ? #turkey httpAddress,1,1,one protestor gasoline bomb hand imagine new york dc
337,1657978442,False,finalized,3,04/03/18 21:34,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 13:16:26 +0000 2013,3.5e+17,usrId pm erdogan not sultan nor as the name of the one around me sigh but yes you are daily porn s leader,0,0,erdogan sultan name one around sigh yes daily porn leader
338,1657978444,False,finalized,3,04/06/18 13:28,"""101""",1.0,0.6666,"""111""",1,1.0,Fri May 31 23:34:05 +0000 2013,3.41e+17,rt usrId shocking scenes of brutality from turkish httpAddress of the people of turkey standing up to the tyranny #occupygezi #,1,1,shocking scenes brutality people standing tyranny
339,1657978448,False,finalized,3,04/03/18 18:16,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 11:13:27 +0000 2013,3.44e+17,i m at has petrol bodrum turgutreis turkey httpAddress,0,0,petrol bodrum turgutreis
340,1657978452,False,finalized,3,04/03/18 20:59,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 04 11:39:58 +0000 2013,3.42e+17,the prime minister of #turkey has said to me social media is the worst menace to httpAddress,0,0,prime minister said social media worst menace
341,1657978453,False,finalized,3,04/06/18 14:07,"""111""",1.0,1.0,"""111""",1,1.0,Sat Jun 15 23:04:02 +0000 2013,3.46e+17,rt usrId rt usrId #taksim solidarity platform police uses extensive rubber bullets tear gas and stun grenades #occupygezi,1,1,solidarity platform police uses extensive rubber bullets tear gas stun grenades
342,1657978457,False,finalized,3,04/03/18 18:11,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 07:02:06 +0000 2013,3.41e+17,rt usrId rt usrId #turkey you are not alone !! #occupygezi #gezi # solidarity httpAddress via nyxxisnite,1,0,alone solidarity via nyxxisnite
343,1657978458,False,finalized,3,04/09/18 20:33,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 11:41:33 +0000 2013,3.42e+17,rt usrId new photos from clashes today in #ankara #turkey from updated usrId httpAddress httpAddress httpAddress,0,1,new photos clashes today ankara updated
344,1657978459,False,finalized,3,04/04/18 09:09,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 08:50:20 +0000 2013,3.49e+17,rt usrId eu agrees to revive eu membership talks with turkey but delays start of new round of negotiations by at least four mont,0,0,eu agrees revive eu membership talks delays start new round negotiations least four mont
345,1657978460,False,finalized,3,04/03/18 19:36,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 23 19:22:03 +0000 2013,3.49e+17,gorgeous meal with very lovely usrId in istanbul after another wonderful httpAddress must sees include #museumofinnocence love this town !,0,0,gorgeous meal lovely another wonderful must sees include museumofinnocence love town
346,1657978463,False,finalized,3,4/18/2018 05:47:05,"""001""",0.0,0.6667,"""111""",1,1.0,Sat Jun 01 17:36:56 +0000 2013,3.41e+17,besiktas s going to down by the httpAddress ! help ! #direngezipark #occupygezi,0,0,besiktas going help
347,1657978466,False,finalized,3,04/06/18 12:30,"""0""",0.0,0.0,"""010""",0,0.6666,Sun Jun 16 14:30:19 +0000 2013,3.46e+17,looking at erdogan attacking peaceful protesters one can only imagine what ak would have done if flotilla would have invaded turkey waters,1,1,looking erdogan attacking peaceful one imagine ak would done flotilla would invaded waters
348,1657978467,False,finalized,3,04/03/18 17:15,"""000""",0.0,1.0,"""111""",1,1.0,Thu Jun 06 17:43:08 +0000 2013,3.43e+17,turkey pm to continue with istanbul park plan despite protests despite mass protests in the country against httpAddress httpAddress,1,0,continue plan despite despite mass country
349,1657978468,False,finalized,3,04/03/18 21:45,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 18:25:04 +0000 2013,3.5e+17,educators in turkey pass on iet information httpAddress,0,0,educators pass iet information
350,1657978469,False,finalized,3,4/21/2018 17:56:14,"""001""",0.0,0.6783,"""111""",1,1.0,Sun Jun 02 13:05:35 +0000 2013,3.41e+17,rt usrId solidarity from yuri ! catfuck the police ! #occupygezi httpAddress,1,0,solidarity yuri catfuck police
351,1657978470,False,finalized,3,4/22/2018 18:17:21,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 09 11:19:31 +0000 2013,3.44e+17,rt usrId turkish pm erdogan i will not seek permission from hoodlums to implement my plans for taksim #occupygezi httpAddress,1,0,erdogan seek permission hoodlums implement plans
353,1657978475,False,finalized,3,04/03/18 17:25,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 09:45:59 +0000 2013,3.44e+17,rt usrId we as we in the park as we in the square are httpAddress our demands are clear ! #taksimdayanisma #diregaziparki #occupyge,1,0,square demands clear taksimdayanisma diregaziparki occupyge
354,1657978476,False,finalized,3,04/04/18 09:07,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 18 21:22:22 +0000 2013,3.47e+17,so much to look forwards to in the next few months ! maga turkey granddad s 80th and uni ! #happy,0,0,much look forwards next months maga granddad th uni happy
355,1657978477,False,finalized,3,04/03/18 19:03,"""00""",0.0,0.6676,"""011""",1,0.6676,Sat Jun 15 12:06:37 +0000 2013,3.46e+17,rt usrId for correct information in english from taksim solidarity only pay attention to the announcements made via this account,0,0,correct information english solidarity pay attention announcements made via account
356,1657978478,False,finalized,3,04/03/18 21:51,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 01 07:59:07 +0000 2013,3.41e+17,edo fashion shop in taksim also said that if people need a place to stay their shop is httpAddress #occupygezi #tokyo #istanbul,1,0,edo fashion shop also said people need place stay shop tokyo
357,1657978480,False,finalized,3,04/03/18 19:13,"""000""",0.0,1.0,"""111""",1,1.0,Sun Jun 02 01:33:53 +0000 2013,3.41e+17,on one hand there is the fascist httpAddress the other atatrks httpAddress turkey rebellion ! cnn usrId usrId usrId #occupygezi,1,0,one hand fascist atatrks rebellion cnn
358,1657978481,False,finalized,3,04/03/18 19:45,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 16:50:22 +0000 2013,3.46e+17,rt usrId who r these peeps who have the will power D stay up till midnight yet not eat snacks after httpAddress chips salsa turkey r,0,0,r peeps power stay till midnight yet eat snacks chips salsa r
359,1657978482,False,finalized,3,4/22/2018 18:44:43,"""000""",0.0,1.0,"""111""",1,1.0,Sat Jun 15 21:30:30 +0000 2013,3.46e+17,siraselviler near german hospital #occupygezi httpAddress,0,0,siraselviler near german hospital
360,1657978484,False,finalized,3,04/09/18 20:53,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 16:13:30 +0000 2013,3.49e+17,#bumpshowmeetbieber for god sakes istanbul turkey eleven,0,0,bumpshowmeetbieber god sakes eleven
361,1657978486,False,finalized,3,04/03/18 20:51,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 25 16:26:04 +0000 2013,3.5e+17,thumb like a bernard matthews turkey drummer,0,0,thumb like bernard matthews drummer
362,1657978487,False,finalized,3,4/26/2018 20:46:16,"""111""",1.0,1.0,"""111""",1,1.0,Fri May 31 15:13:34 +0000 2013,3.4e+17,occupygezi turkish police fire teargas at anti government protesters video .. ibtimes httpAddress,1,1,police fire teargas anti government video ibtimes
363,1657978488,False,finalized,3,04/03/18 19:05,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 06 16:06:16 +0000 2013,3.43e+17,picture of the day from #turkey httpAddress #ows,0,0,picture day ows
364,1657978492,False,finalized,3,04/03/18 17:29,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 04 16:14:55 +0000 2013,3.42e+17,rt usrId turkey guess who has the contract to develop istanbul s gezi park ? 341951233139023872 tue jun DD 16 15 01 00 2013 rt usrId brutally tear gassed woman in red is symbol of turkey s occupy gezi httpAddress,1,0,guess contract develop brutally tear gassed woman red symbol occupy
365,1657978493,False,finalized,3,04/03/18 19:09,"""nan""",0.0,1.0,"""000""",0,1.0,Tue Jun 11 03:51:06 +0000 2013,3.44e+17,usrId sorry to say but httpAddress c i have my heart in certain places and sony took them all and gobbled it up like a large turkey leg,0,0,sorry say c heart certain places sony took gobbled like large leg
366,1657978495,False,finalized,3,4/23/2018 09:35:09,"""0""",0.0,0.0,"""001""",0,0.6783,Sat Jun 08 22:03:05 +0000 2013,3.43e+17,rt usrId turkey s pm on protests if similar incidents were in europe i m sure they d be dealt with in harsher httpAddress httpAddress,1,0,similar incidents europe sure dealt harsher
367,1657978496,False,finalized,3,4/22/2018 18:11:13,"""000""",0.0,1.0,"""111""",1,1.0,Wed Jun 19 22:38:45 +0000 2013,3.47e+17,more important than #gezipark for akp retaining power is what it does to the httpAddress also how it will impact kurdish swing votes in e se .,1,0,important gezipark akp retaining power also impact kurdish swing votes e se
368,1657978497,False,finalized,3,4/21/2018 18:09:20,"""-101""",0.0,0.3391,"""111""",1,1.0,Sun Jun 16 14:24:18 +0000 2013,3.46e+17,rt usrId first lawyers then doctors and now httpAddress police detain four journalists in #taksim #istanbul #occupygezi,1,1,first lawyers doctors police detain four journalists
369,1657978498,False,finalized,3,04/04/18 09:16,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 24 12:32:29 +0000 2013,3.49e+17,cards laid out by arthur van steen in httpAddress httpAddress,0,0,cards laid arthur van steen
371,1657978501,False,finalized,3,04/06/18 13:01,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 11 19:27:33 +0000 2013,3.45e+17,rt usrId all international news channels showing the riots in turkey #direngeziparki,1,1,international news channels showing riots
372,1657978502,False,finalized,3,04/03/18 18:22,"""nan""",0.0,1.0,"""000""",0,1.0,Sun Jun 02 19:58:56 +0000 2013,3.41e+17,rt usrId dont shoot the messenger human rights in #turkey httpAddress shameful #turkish press as i mention httpAddress,0,0,dont shoot messenger human rights shameful press mention
373,1657978503,False,finalized,3,04/03/18 22:47,"""nan""",0.0,1.0,"""000""",0,1.0,Sat Jun 15 19:35:16 +0000 2013,3.46e+17,usrId not when they are wearing the erdogan s puppets hats ! they are his tools in his power drunk game !,0,0,wearing erdogan puppets hats tools power drunk game
374,1657978504,False,finalized,3,04/03/18 18:54,"""nan""",0.0,1.0,"""000""",0,1.0,Mon Jun 03 18:53:59 +0000 2013,3.42e+17,amazing gluten free turkey avocado pita ! usrId #chicago #glutenfree httpAddress,0,0,amazing gluten free avocado pita chicago glutenfree
376,1657978507,False,finalized,3,04/03/18 22:25,"""000""",0.0,1.0,"""111""",1,1.0,Tue Jun 18 14:50:37 +0000 2013,3.47e+17,usrId usrId did you criticize yourself regarding fake news of #geziparki ?,0,0,criticize regarding fake news
377,1657978509,False,finalized,3,04/03/18 21:57,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 20 15:51:36 +0000 2013,3.48e+17,i think i want turkey bacon now too ! she got me all geeked,0,0,think want bacon got geeked
378,1657978510,False,finalized,3,04/03/18 22:23,"""nan""",0.0,1.0,"""000""",0,1.0,Fri Jun 14 19:56:22 +0000 2013,3.46e+17,rt usrId an unseen day of twitter in httpAddress people only tweeting qs to government everything that hurt public consciousness,0,0,unseen day twitter people tweeting qs government everything hurt public consciousness
379,1657978511,False,finalized,3,4/21/2018 18:05:25,"""0""",0.0,0.0,"""001""",0,0.6783,Fri May 31 16:23:19 +0000 2013,3.41e+17,rt usrId over DD people meeting in london hyde park to protest police brutality in httpAddress everyone welcome ! httpAddress,0,0,people meeting london hyde police brutality everyone welcome
380,1657978512,False,finalized,3,04/03/18 20:52,"""nan""",0.0,1.0,"""000""",0,1.0,Thu Jun 13 06:57:39 +0000 2013,3.45e+17,rt usrId #canada diplomats in #turkey huge help in getting usrId myself released so httpAddress a big thank you !,0,0,canada diplomats huge help getting released big thank
381,1657978513,False,finalized,3,04/07/18 17:04,"""11""",1.0,0.6667,"""011""",1,0.6667,Sat Jun 01 08:03:22 +0000 2013,3.41e+17,rt usrId having spent afternoon around taksim police behavior worse than anything i ever saw in baku or tiflis past httpAddress sad d,1,0,spent afternoon around police behavior worse anything ever saw baku tiflis past sad
